CD_MUN,NM_MUN,SIGLA_UF,AREA_KM2,boundbox,s_lim,o_lim,n_lim,l_lim
4127809,Tomazina,PR,591.438,"-50.09433647 -23.90477554, -49.82562722 -23.90477554, -49.82562722 -23.53708966, -50.09433647 -23.53708966, -50.09433647 -23.90477554","-50,09433647","-23,90477554","-49,82562722","-23,53708966"
4127858,Três Barras do Paraná,PR,505.505,"-53.37173746 -25.59188482, -53.08078 -25.59188482, -53.08078 -25.30253271, -53.37173746 -25.30253271, -53.37173746 -25.59188482","-53,37173746","-25,59188482","-53,08078","-25,30253271"
4127882,Tunas do Paraná,PR,668.478,"-49.12584763 -25.05091865, -48.6503149 -25.05091865, -48.6503149 -24.82734972, -49.12584763 -24.82734972, -49.12584763 -25.05091865","-49,12584763","-25,05091865","-48,6503149","-24,82734972"
4127908,Tuneiras do Oeste,PR,698.871,"-53.02718291 -24.02988525, -52.69541571 -24.02988525, -52.69541571 -23.68917239, -53.02718291 -23.68917239, -53.02718291 -24.02988525","-53,02718291","-24,02988525","-52,69541571","-23,68917239"
4127957,Tupãssi,PR,299.769,"-53.60156763 -24.74983297, -53.41586926 -24.74983297, -53.41586926 -24.53091171, -53.60156763 -24.53091171, -53.60156763 -24.74983297","-53,60156763","-24,74983297","-53,41586926","-24,53091171"
4127965,Turvo,PR,938.966,"-51.78451942 -25.17698628, -51.2943562 -25.17698628, -51.2943562 -24.7547957, -51.78451942 -24.7547957, -51.78451942 -25.17698628","-51,78451942","-25,17698628","-51,2943562","-24,7547957"
4128005,Ubiratã,PR,652.581,"-53.18251155 -24.67397975, -52.87302225 -24.67397975, -52.87302225 -24.34683661, -53.18251155 -24.34683661, -53.18251155 -24.67397975","-53,18251155","-24,67397975","-52,87302225","-24,34683661"
4128104,Umuarama,PR,1.234.537,"-53.66589516 -23.96515974, -53.16640545 -23.96515974, -53.16640545 -23.44880302, -53.66589516 -23.44880302, -53.66589516 -23.96515974","-53,66589516","-23,96515974","-53,16640545","-23,44880302"
4128203,União da Vitória,PR,719.998,"-51.28509899 -26.30182608, -50.89745391 -26.30182608, -50.89745391 -25.94004005, -51.28509899 -25.94004005, -51.28509899 -26.30182608","-51,28509899","-26,30182608","-50,89745391","-25,94004005"
4128302,Uniflor,PR,94.819,"-52.19070271 -23.11473251, -52.01743495 -23.11473251, -52.01743495 -23.01932102, -52.19070271 -23.01932102, -52.19070271 -23.11473251","-52,19070271","-23,11473251","-52,01743495","-23,01932102"
4128401,Uraí,PR,237.810,"-50.90328188 -23.30517153, -50.72816444 -23.30517153, -50.72816444 -23.10980477, -50.90328188 -23.10980477, -50.90328188 -23.30517153","-50,90328188","-23,30517153","-50,72816444","-23,10980477"
4128500,Wenceslau Braz,PR,397.916,"-49.92383805 -24.00625636, -49.67262004 -24.00625636, -49.67262004 -23.73342037, -49.92383805 -23.73342037, -49.92383805 -24.00625636","-49,92383805","-24,00625636","-49,67262004","-23,73342037"
4128534,Ventania,PR,819.334,"-50.36439953 -24.43074703, -50.09439857 -24.43074703, -50.09439857 -23.95425552, -50.36439953 -23.95425552, -50.36439953 -24.43074703","-50,36439953","-24,43074703","-50,09439857","-23,95425552"
4128559,Vera Cruz do Oeste,PR,327.090,"-54.04510574 -25.10312846, -53.81128002 -25.10312846, -53.81128002 -24.88970107, -54.04510574 -24.88970107, -54.04510574 -25.10312846","-54,04510574","-25,10312846","-53,81128002","-24,88970107"
4128609,Verê,PR,311.801,"-53.09554636 -25.95133333, -52.84275899 -25.95133333, -52.84275899 -25.74473094, -53.09554636 -25.74473094, -53.09554636 -25.95133333","-53,09554636","-25,95133333","-52,84275899","-25,74473094"
4128625,Alto Paraíso,PR,967.772,"-54.03063649 -23.67437005, -53.65115013 -23.67437005, -53.65115013 -23.35934202, -54.03063649 -23.35934202, -54.03063649 -23.67437005","-54,03063649","-23,67437005","-53,65115013","-23,35934202"
4128633,Doutor Ulysses,PR,777.482,"-49.64746499 -24.79817866, -49.20347696 -24.79817866, -49.20347696 -24.41694882, -49.64746499 -24.41694882, -49.64746499 -24.79817866","-49,64746499","-24,79817866","-49,20347696","-24,41694882"
4128658,Virmond,PR,249.094,"-52.30778121 -25.57734307, -52.16353585 -25.57734307, -52.16353585 -25.25406489, -52.30778121 -25.25406489, -52.30778121 -25.57734307","-52,30778121","-25,57734307","-52,16353585","-25,25406489"
4128708,Vitorino,PR,308.218,"-52.94264829 -26.36104078, -52.66089776 -26.36104078, -52.66089776 -26.14668562, -52.94264829 -26.14668562, -52.94264829 -26.36104078","-52,94264829","-26,36104078","-52,66089776","-26,14668562"
4128807,Xambrê,PR,359.712,"-53.75002105 -23.84796197, -53.454181 -23.84796197, -53.454181 -23.65137069, -53.75002105 -23.65137069, -53.75002105 -23.84796197","-53,75002105","-23,84796197","-53,454181","-23,65137069"
